loan_id,cust_id,principal,interest_rate,period,paid,EMI
547,2824,348166.36,9.14,75,59748.44,6110.9
548,933,87050.6,12.69,52,85253.97,2184.92
549,891,243676.06,5.12,284,242851.67,1481.98
550,413,114071.05,8.26,355,91591.99,860.56
551,2249,48160.95,10.35,170,22741.82,541.04
552,1719,108142.43,14.18,302,661.69,1315.76
553,1413,56709.28,5.67,316,28299.38,345.95
554,679,279055.3,9.15,259,219749.32,2473.67
555,2394,207229.05,3.51,300,174333.99,1038.55
556,2084,272681.01,9.79,32,106149.86,9716.45
557,2070,40522.49,13.94,62,6414.1,920.6
558,1668,87481.04,13.08,80,76090.69,1644.3
559,2854,96686.2,5.79,237,31773.5,685.61
560,1029,39095.01,5.58,115,29014.74,439.69
561,813,20086.59,14.86,190,10403.13,275.3
562,2406,244748.04,4.12,116,134257.44,2561.44
563,876,377372.11,5.04,43,163160.98,9610.78
564,1827,314287.15,5.44,160,150563.8,2766.31
565,197,296719.09,9.96,308,90580.68,2672.29
566,32,485688.85,9.23,267,144768.37,4290.4
567,376,318554.86,11.71,302,166757.92,3283.41
568,366,413765.58,5.38,225,370892.74,2923.63
569,2063,404863.18,14.32,311,18967.73,4955.2
570,851,45272.71,5.78,118,348.65,503.87
571,2022,101344.02,7.43,258,92060.03,787.72
572,2363,11689.7,10.76,290,6376.39,113.33
573,1195,134850.65,14.91,82,31393.18,2631.5
574,2312,43617.74,8.52,30,25673.75,1619.4
575,1171,360132.79,7.84,215,315956.03,3122.89
576,504,13525.4,10.89,319,2581.35,130.03
577,367,49194.16,9.88,72,19604.7,908.39
578,2646,179663.63,11.55,188,114448.91,2071.37
579,1859,66563.48,11.56,240,28966.36,712.61
580,2151,241816.14,6.7,13,46613.05,19336.33
581,262,464895.54,12.32,187,81412.08,5602.48
582,1259,428350.07,4.1,267,153889.23,2448.37
583,2005,105402.42,5.6,299,89615.1,654.58
584,2462,157925.38,14.19,244,23372.18,1979.91
585,2845,472569.94,13.9,130,213796.16,7051.86
586,2472,244844.08,3.76,285,231201.55,1300.3
587,1017,28597.68,14.7,272,13487.01,363.57
588,1072,145359.38,4.29,91,142697.6,1874.08
589,1485,318228.98,4.42,267,105674.32,1874.51
590,1415,246014.12,6.66,106,167837.52,3076.38
591,1381,462147.58,7.19,305,409984.18,3303.16
592,448,332634.17,13.92,148,28574.35,4713.74
593,1775,122138.4,8.97,250,104231.65,1080.96
594,1980,411467.73,10.95,328,59681.33,3955.68
595,445,410950.83,6.08,275,389412.29,2772.95
596,2184,88333.27,6.57,347,34039.63,569.22
597,1145,135775.98,11.65,277,3124.04,1415.58
598,1132,115817.28,10.77,81,25693.94,2018.13
599,1951,419505.44,5.34,329,166328.61,2430.89
600,52,294905.47,7.59,307,78877.32,2179.9
601,835,188371.76,8.11,268,144644.24,1523.64
602,2188,90916.86,10.44,161,58989.2,1051.72
603,1619,31323.38,10.31,223,26806.36,316.02
604,2054,65990.84,8.81,310,5094.86,540.45
605,2707,260454.95,8.24,76,242068.76,4410.19
606,635,231985.62,7.98,209,3915.42,2057.66
607,2034,79877.46,12.49,271,16857.34,884.87
608,179,53143.88,13.43,294,17920.84,618.22
609,924,173450.2,4.31,304,64913.22,938.56
610,2863,398044.71,8.86,169,135333.26,4130.33
611,1046,171530.21,3.88,247,133154.03,1009.35
612,1915,270254.54,14.27,237,110508.25,3421.48
613,1541,71042.54,4.17,308,54971.07,376.07
614,1168,425821.29,4.36,68,414147.48,7078.79
615,2272,157531.65,12.99,241,7714.15,1842.87
616,1803,156499.88,5.25,191,125683.19,1210.54
617,1585,277910.74,4.99,350,221950.68,1508.69
618,2,362430.31,4.18,255,88017.3,2147.09
619,1377,284949.61,9.71,128,199368.88,3582.8
620,796,383471.2,12.28,50,46023.69,9836.45
621,1790,312330.18,7.43,60,254142.74,6248.07
622,2143,105101.49,12.56,346,53939.32,1130.88
623,2578,275087.25,11.79,269,212416.71,2912.67
624,2282,188280.44,7.71,313,19353.1,1398.04
625,764,57744.13,3.65,273,48903.83,311.66
626,1604,452607.92,11.88,329,245164.98,4663.25
627,1947,499498.26,12.62,120,273040.1,7346.51
628,2940,332122.98,8.08,305,305808.59,2567.94
629,2493,487388.17,6.65,16,279230.46,31916.46
630,5,131606.8,5.04,360,42695.83,709.71
631,588,57400.82,5.57,90,55748.81,781.71
632,37,485595.39,4.11,171,33184.28,3756.76
633,2784,336089.36,6.66,174,93007.0,3016.98
634,1051,232221.86,5.13,164,224332.58,1972.8
635,1369,48734.87,11.56,97,6883.97,775.45
636,492,374387.15,5.98,258,27091.78,2581.71
637,1235,318851.32,4.81,199,111660.08,2328.41
638,2913,248332.17,8.33,325,165873.71,1927.34
639,2256,320103.28,8.12,119,29355.48,3925.38
640,1521,359470.27,7.12,360,227468.36,2420.6
641,1943,141605.19,11.96,168,111416.26,1740.19
642,2641,82136.93,9.25,14,28578.71,6211.75
643,697,66922.68,8.45,259,39386.31,562.65
644,2593,494541.28,4.45,126,238341.21,4920.19
645,2612,261001.22,11.88,135,185898.05,3513.12
646,1816,372609.58,7.47,211,305857.27,3177.31
647,2110,325147.4,7.35,51,217809.16,7442.31
648,74,337333.72,4.54,95,53282.38,4233.79
649,2626,321292.33,14.03,149,302187.6,4563.99
650,554,424659.88,14.78,174,87894.13,5935.78
651,1194,391186.63,11.8,227,136087.74,4314.69
652,2393,227798.98,5.78,54,187511.94,4800.97
653,2766,419305.1,13.81,283,167693.47,5022.55
654,2066,252380.95,7.76,74,163660.2,4302.23
655,653,170437.83,6.68,246,30457.85,1273.91
656,2050,187015.45,4.78,357,3727.33,982.65
657,1214,341591.88,10.34,328,182611.74,3131.11
658,243,119798.86,10.72,42,80816.32,3433.41
659,2667,105844.02,14.93,18,97666.52,6599.57
660,2123,407017.75,6.59,298,79217.09,2778.48
661,1205,374701.05,11.26,80,314771.3,6680.58
662,2391,491590.34,11.48,104,428752.62,7482.72
663,2364,382321.93,5.62,141,201251.63,3710.72
664,2490,328505.08,7.31,323,122987.03,2328.61
665,1054,109799.49,10.52,148,10077.5,1327.27
666,592,221226.87,9.98,120,188298.61,2921.08
667,880,247306.62,14.94,110,142345.02,4140.58
668,1790,10693.1,13.01,178,2833.5,135.86
669,1858,103266.6,14.9,126,76754.03,1625.58
670,1874,344982.64,8.66,255,342263.33,2963.24
671,252,186969.04,6.7,84,180981.78,2794.52
672,2372,77168.05,4.6,15,57324.59,5303.71
673,67,206708.22,11.99,152,32181.24,2650.09
674,1380,50235.03,6.28,187,46501.95,421.84
675,2917,344080.46,3.93,167,331869.74,2678.19
676,1979,47145.06,3.95,235,38064.19,288.43
677,2353,430553.84,7.53,49,67800.48,10234.12
678,728,136548.59,8.94,158,63860.38,1473.3
679,1769,322430.28,9.84,14,117012.84,24472.18
680,2185,463484.9,13.98,167,104750.83,6311.81
681,1634,78021.68,4.61,287,76289.93,449.19
682,267,304939.53,5.03,339,36363.36,1686.72
683,1963,302769.07,9.04,229,80574.35,2779.18
684,1370,337863.89,13.66,277,322798.13,4020.86
685,1075,104291.06,8.69,298,59943.43,854.79
686,2469,129050.18,13.71,347,2581.07,1503.58
687,1971,297022.54,7.18,358,134958.12,2015.33
688,453,223209.76,5.4,292,87069.93,1375.08
689,2642,154734.12,4.52,312,142409.7,844.0
690,1588,380529.53,10.77,193,237144.23,4156.18
691,1973,397412.22,12.63,37,106869.63,13023.37
692,1123,388203.61,13.99,74,141649.01,7859.01
693,172,82651.51,14.95,281,79619.96,1062.46
694,1749,305288.15,7.43,198,205888.28,2679.64
695,2715,397358.44,3.63,353,176532.72,1833.2
696,1172,197368.8,12.68,262,143054.31,2227.36
697,534,159867.99,12.6,49,85656.94,4190.3
698,2760,201094.82,4.12,184,84975.83,1476.04
699,1867,98530.13,11.96,111,83532.68,1471.4
700,1330,309426.42,14.35,121,220602.2,4851.56
701,2125,241137.3,8.68,49,183159.36,5862.29
702,1379,249121.26,7.33,182,110574.06,2271.58
703,482,117924.09,6.58,54,105054.17,2528.96
704,450,38475.95,4.59,86,11876.43,525.85
705,892,282964.61,3.81,275,88383.88,1544.25
706,60,402933.96,7.19,27,195665.43,16207.7
707,1682,486028.34,4.64,95,211287.15,6122.92
708,1316,84794.91,13.1,210,52733.6,1031.14
709,1993,105585.47,14.52,272,52433.58,1327.98
710,1788,14247.89,10.29,134,8709.69,179.27
711,2375,129535.47,10.21,139,367.8,1592.67
712,1449,348678.25,5.79,60,240876.64,6706.93
713,1603,415957.96,13.08,80,206149.04,7818.38
714,2605,127128.96,10.09,216,109928.66,1278.46
715,272,12833.08,8.55,290,8210.87,104.81
716,371,101349.75,10.37,256,96862.63,984.63
717,2770,348558.7,4.36,218,138082.91,2317.59
718,2768,204140.2,10.95,96,90913.87,3201.22
719,1890,189239.18,4.92,238,64001.34,1246.68
720,1464,354344.37,11.84,92,121625.78,5878.3
721,812,291295.16,14.27,193,167158.73,3857.98
722,2846,227516.16,4.66,157,63693.4,1938.25
723,1691,316229.27,7.76,63,292196.64,6127.21
724,2664,189261.49,11.24,185,112015.43,2157.19
725,1781,61627.62,5.69,247,57456.65,424.03
726,115,494203.57,6.61,273,430481.63,3504.46
727,968,403569.89,12.53,252,17826.27,4545.66
728,1314,409627.62,9.52,134,189875.16,4975.42
729,2610,46451.83,10.87,18,12085.77,2808.41
730,2823,67127.03,5.18,345,31548.41,374.5
731,1472,373960.22,3.75,224,25301.61,2323.9
732,1715,409268.72,11.01,106,208012.28,6054.55
733,1046,406094.38,5.62,185,76868.24,3286.5
734,542,283454.59,13.07,349,68975.26,3159.35
735,2815,330904.89,8.8,317,83794.59,2692.22
736,137,330409.83,12.87,83,108105.4,6032.09
737,285,367245.67,14.24,117,45096.32,5822.45
738,477,361246.53,13.28,172,3312.87,4706.71
739,1528,250759.46,13.04,262,132806.18,2895.5
740,1563,170409.28,10.91,92,102971.69,2741.62
741,2791,464621.83,12.3,77,64192.47,8754.58
742,1332,217543.26,12.07,219,86093.45,2463.32
743,1413,189012.74,6.66,336,144769.2,1242.52
744,1586,401412.42,9.22,327,156263.25,3359.14
745,225,247966.77,11.54,159,47394.43,3050.67
746,2845,187901.91,5.64,132,145679.86,1913.67
747,871,441143.27,6.67,301,421423.53,3021.75
748,2406,428687.97,8.47,243,22228.42,3694.62
749,858,192384.82,4.81,343,100769.3,1033.11
750,1189,295738.7,7.49,359,151522.89,2067.36
751,1489,119448.76,9.81,284,96322.39,1083.83
752,403,194372.13,13.25,132,189190.24,2804.32
753,142,445635.46,14.43,253,15449.74,5632.49
754,1565,32115.77,6.64,330,24054.58,212.03
755,684,201160.23,9.81,339,149965.6,1755.59
756,505,481735.2,3.6,83,93882.62,6565.26
757,2276,357263.88,5.44,70,99251.94,5967.79
758,26,449827.44,12.83,200,422738.91,5460.25
759,96,190756.02,7.21,327,157875.97,1334.29
760,2243,122802.68,10.14,172,26770.93,1356.81
761,2727,212779.29,12.2,169,4064.89,2641.2
762,1123,369329.4,3.61,235,2019.15,2194.33
763,1030,264297.35,12.03,137,108096.25,3556.37
764,1751,245387.62,7.55,306,218587.23,1809.37
765,2391,473751.41,14.0,348,243508.39,5626.46
766,2386,21666.45,5.04,274,13144.21,133.26
767,1343,34553.3,4.35,204,14112.34,239.95
768,2385,371071.99,10.96,72,84432.26,7055.41
769,342,241067.66,8.12,175,35165.16,2354.62
770,663,321928.34,7.84,44,184572.18,8442.21
771,799,84865.98,14.47,195,10440.96,1132.75
772,1367,348666.83,3.94,22,132256.19,16453.77
773,162,363440.09,10.01,301,193933.14,3302.68
774,149,495180.19,9.56,28,58208.39,19800.81
775,1550,377398.88,14.57,164,355662.63,5316.91
776,531,64610.12,6.67,348,6980.22,420.18
777,1380,455558.96,11.92,355,379157.28,4664.83
778,1131,107403.5,10.24,16,58508.91,7209.95
779,2035,405851.96,14.46,175,383815.68,5575.97
780,977,345257.32,12.66,120,6408.09,5086.06
781,384,209176.41,14.38,329,121358.66,2557.42
782,996,291910.06,6.33,89,18352.42,4118.31
783,2013,17161.68,13.19,110,3352.9,269.65
784,12,131360.64,10.95,202,78774.54,1426.36
785,270,67927.73,13.84,130,59060.59,1011.15
786,2931,92972.87,7.84,56,69699.51,1987.78
787,1287,284788.36,8.31,308,175854.82,2239.48
788,1873,160148.57,14.34,173,56109.53,2194.9
789,84,477930.85,7.9,40,236084.01,13629.49
790,2715,16699.43,5.81,138,8122.69,166.19
791,1396,81273.38,14.22,181,5471.18,1092.65
792,1985,128148.95,8.46,301,35476.42,1027.44
793,1518,366395.81,9.84,158,231890.87,4145.11
794,537,485219.37,10.27,171,288204.51,5413.3
795,1990,348451.01,9.01,253,329623.76,3080.49
796,1797,297567.41,9.61,302,202889.69,2618.46
797,1523,369303.78,12.55,216,250707.14,4318.74
798,14,344225.15,13.95,255,131244.77,4223.26
799,1179,293518.79,6.86,229,225513.05,2301.93
800,859,478437.08,6.86,184,292964.52,4209.95
801,2911,394146.76,13.76,52,308525.62,10104.89
802,2799,287261.87,6.83,79,156499.84,4524.95
803,1153,118566.2,4.33,42,71382.01,3047.4
804,245,119866.68,3.65,32,95157.84,3936.78
805,2830,291068.22,14.5,261,232602.05,3677.05
806,499,479479.35,4.99,203,41244.13,3502.13
807,687,309234.55,5.02,84,44758.38,4373.6
808,2991,377486.96,8.73,188,252949.46,3690.94
809,1713,464359.0,10.03,289,212664.93,4266.15
810,2083,439958.25,5.72,339,92807.34,2619.7
811,909,129851.89,12.42,82,77716.01,2357.18
812,1586,112573.33,12.54,175,81956.82,1404.05
813,1535,86426.14,3.97,58,75581.59,1640.09
814,779,24666.07,14.76,346,21303.14,307.87
815,2606,154594.63,13.24,308,69830.12,1765.84
816,2884,126579.23,11.69,134,80374.34,1695.64
817,439,152009.41,12.95,269,51050.95,1737.23
818,376,307142.33,7.9,254,37505.12,2492.85
819,1895,99153.59,14.41,202,67372.2,1308.0
820,2901,342680.47,14.2,299,322133.08,4179.07
821,1614,141002.8,7.68,355,126051.75,1007.0
822,1387,204577.0,12.41,131,110810.7,2858.28
823,1792,488781.27,11.71,241,317596.57,5277.92
824,1682,276379.39,7.31,215,11582.13,2309.4
825,1410,298759.42,6.0,134,282832.84,3064.6
826,825,55034.73,3.64,276,7191.81,294.67
827,2490,126669.63,5.63,228,75072.57,905.89
828,2842,397771.81,10.7,275,149591.5,3885.01
829,1190,116016.18,8.97,246,54699.64,1032.52
830,406,245014.67,6.57,343,244351.39,1585.07
831,5,393363.99,8.38,321,145474.38,3076.53
832,822,214423.16,5.12,279,52862.87,1316.12
833,417,70580.85,10.44,86,7259.19,1169.07
834,88,278661.44,10.67,228,134293.43,2857.45
835,1698,112671.7,3.98,60,99796.67,2074.0
836,1193,31583.3,14.74,255,24497.73,406.0
837,877,213707.17,13.3,71,136451.6,4363.82
838,585,297282.07,5.13,187,267595.81,2312.18
839,1523,39069.57,5.7,309,960.14,241.4
840,218,261317.97,14.57,147,10016.12,3821.04
841,344,287668.42,7.07,226,26420.3,2306.26
842,2208,454701.53,6.98,206,141349.84,3793.4
843,1591,83329.94,7.58,167,15148.29,809.04
844,219,412924.14,4.67,34,384336.01,12989.61
845,2028,107236.08,14.94,255,49237.67,1394.54
846,1049,355754.93,8.42,270,146942.63,2941.54
847,600,71360.03,3.85,114,13829.9,748.39
848,1677,139950.2,3.68,305,132150.59,707.07
849,1628,63701.22,10.3,75,1752.3,1155.38
850,1404,86077.27,6.05,348,63850.47,525.24
851,351,255357.45,7.11,25,52485.38,11019.64
852,716,458897.27,14.03,115,142118.07,7276.92
853,238,130289.71,9.42,293,110022.56,1137.88
854,163,400652.44,11.92,160,373292.55,5010.27
855,111,275443.82,14.04,300,74800.42,3324.12
856,2427,325810.23,14.99,315,96487.72,4153.1
857,1917,287315.95,13.39,349,67100.97,3274.08
858,1101,110876.36,7.34,86,22101.52,1661.8
859,1415,43569.71,12.99,20,5389.45,2434.53
860,978,345443.4,9.73,254,184549.11,3214.26
861,2136,417288.39,12.04,168,97750.89,5149.15
862,2455,346949.85,4.66,240,304555.18,2225.05
863,2554,162004.29,13.04,245,97733.57,1894.57
864,1115,317428.11,12.42,146,55817.96,4224.96
865,1594,356926.92,11.2,216,234735.33,3848.74
866,2047,254468.85,11.35,291,226794.22,2573.09
867,911,146701.06,8.29,156,69919.77,1539.37
868,429,280977.39,13.58,206,190426.87,3526.98
869,900,277289.24,10.63,318,132613.01,2614.59
870,608,230320.89,9.6,302,134174.96,2025.11
871,1339,223392.51,12.44,182,100496.9,2734.31
872,2271,49416.01,9.49,304,12369.96,430.02
873,239,485702.57,4.58,279,109878.86,2832.25
874,849,488672.54,7.34,354,292128.57,3379.27
875,1748,173563.43,6.25,294,92613.47,1154.69
876,2212,228022.66,11.69,181,91994.63,2685.86
877,1780,92564.83,7.23,14,3748.36,6914.43
878,1216,138405.5,3.71,34,107612.26,4294.73
879,1985,319774.07,7.44,192,17627.96,2853.56
880,1153,464026.88,4.64,72,180081.85,7395.88
881,1065,167253.98,8.94,207,125912.67,1587.61
882,1195,124315.24,11.17,273,93629.09,1257.39
883,886,220098.01,12.81,169,213949.91,2817.91
884,2035,315049.43,8.16,327,94632.68,2404.52
885,114,284208.17,10.21,90,91568.91,4532.54
886,1099,292530.09,6.28,234,131101.77,2170.93
887,1838,124584.03,8.72,112,97949.35,1629.57
888,2732,140230.48,10.98,271,121033.49,1401.88
889,1241,261419.93,10.71,320,77381.69,2477.44
890,479,414902.79,11.35,227,195662.34,4449.38
891,30,385881.85,11.11,85,229713.28,6577.94
892,829,450781.61,7.4,37,290593.99,13663.37
893,276,275267.06,5.54,133,29676.99,2774.33
894,240,228690.96,7.73,137,84623.67,2517.85
895,2222,62423.06,4.27,62,7240.13,1123.75
896,2281,491575.22,5.49,312,29533.06,2961.94
897,1480,462311.65,5.34,164,346647.2,3977.63
898,1130,136460.7,4.21,206,72754.32,931.5
899,1409,190870.81,12.88,32,127470.39,7079.22
900,2115,129815.82,5.74,25,112117.46,5521.69
901,2026,191174.82,13.33,198,129590.28,2392.06
902,2569,45749.46,14.85,105,13059.87,780.77
903,2982,267651.13,13.91,246,45528.13,3296.03
904,2344,244439.29,12.59,91,199411.7,4182.49
905,2064,198532.79,12.27,241,134086.73,2221.36
906,1186,222691.0,5.18,336,191458.68,1256.92
907,783,322219.99,7.65,238,73130.16,2634.79
908,46,36632.24,11.68,64,34240.61,771.74
909,1990,454828.68,14.3,309,42512.7,5563.13
910,433,389686.12,8.29,157,192639.66,4074.57
911,1407,345664.77,13.7,122,64051.01,5264.16
912,468,420626.53,4.6,338,340719.96,2222.15
913,2586,101853.6,4.64,47,24128.6,2374.15
914,124,478686.01,5.61,219,114683.96,3497.07
915,232,289771.76,8.24,29,247057.76,11054.16
916,2694,468638.38,9.91,46,317884.53,12286.61
917,2717,370400.65,14.38,57,220108.3,9005.67
918,2977,199217.64,3.57,167,153428.68,1515.43
919,2014,273474.63,12.02,127,267807.41,3815.28
920,2619,151329.18,8.3,298,22337.4,1200.63
921,2500,30930.54,5.34,179,13486.45,251.02
922,1626,381150.71,14.23,292,341393.88,4669.19
923,937,27819.64,13.98,261,24989.91,340.67
924,1725,32927.16,12.03,263,22124.13,355.92
925,247,233268.62,5.99,33,72335.14,7684.51
926,421,339891.46,7.84,284,51440.92,2635.21
927,1195,231667.93,9.86,107,64349.95,3262.92
928,2652,265044.66,11.43,278,230594.53,2719.51
929,448,233043.33,5.18,241,56771.16,1557.55
930,1497,30796.79,8.08,155,2037.4,320.7
931,2265,181661.68,8.64,280,4207.97,1510.62
932,2425,367698.61,11.32,255,194430.76,3816.89
933,292,165774.83,12.55,41,28653.92,4992.7
934,230,380465.58,13.08,82,210344.71,7041.85
935,167,185062.94,11.31,82,43123.64,3250.31
936,357,398428.71,14.91,162,373633.04,5724.91
937,556,132829.06,6.47,42,34670.38,3542.67
938,1632,149504.35,11.98,170,74047.29,1830.79
939,810,429221.65,14.99,274,261828.13,5546.52
940,1663,373253.99,14.51,213,36069.52,4891.36
941,722,112455.58,7.28,274,62521.67,842.95
942,2961,271548.84,8.61,138,98732.22,3106.63
943,578,61430.69,7.33,220,12281.9,508.39
944,261,215720.52,13.77,52,119532.95,5531.6
945,1193,155396.86,13.77,267,92451.14,1872.16
946,359,101840.59,7.05,324,68235.27,703.8
947,2782,159489.44,11.86,107,92784.42,2421.8
948,2939,467326.15,5.61,268,9939.28,3062.06
949,830,110663.34,10.92,252,66205.67,1121.42
950,252,166157.32,11.25,159,157211.47,2014.65
951,1922,121590.8,3.71,152,119007.13,1003.78
952,1456,229614.06,6.87,191,153997.92,1980.02
953,300,278709.94,12.0,84,141507.89,4919.99
954,233,436316.85,12.89,197,348383.12,5337.2
955,817,70601.53,10.69,250,10798.71,705.81
956,87,433904.49,8.67,275,22083.76,3637.29
957,1719,410624.68,5.25,160,123830.16,3573.98
958,929,468089.79,4.48,168,390277.62,3755.79
959,464,253927.3,3.9,52,236610.63,5315.38
960,1218,268050.19,6.11,138,166453.04,2708.81
961,968,261723.59,9.43,188,237085.24,2669.53
962,2955,196317.3,4.38,95,58283.27,2449.17
963,2869,125456.93,7.88,103,119662.56,1679.88
964,857,280821.34,14.73,115,248234.23,4570.82
965,1977,83000.62,10.66,91,30595.65,1333.73
966,1193,215245.74,8.71,96,90625.44,3121.11
967,2190,484988.47,13.41,279,403945.05,5675.28
968,1984,172919.02,4.36,298,123922.85,950.97
969,2558,169700.39,8.16,153,120227.29,1787.87
970,976,224777.96,3.93,66,197586.7,3792.6
971,2400,62796.31,6.94,28,51069.29,2435.67
972,2430,31887.88,12.57,120,31583.24,468.07
973,1351,124279.06,3.95,231,33651.47,769.07
974,2694,216607.53,10.56,329,23476.95,2019.21
975,2063,94214.39,11.55,279,83597.26,974.1
976,2627,22172.23,7.24,265,16400.13,167.87
977,2740,370747.47,8.18,250,220570.37,3093.26
978,1541,272265.2,8.08,258,253143.64,2227.63
979,389,174951.16,6.97,337,77467.17,1184.39
980,843,244977.78,9.1,139,106259.58,2857.64
981,2304,328528.49,11.16,15,159501.93,23566.59
982,438,119789.04,5.11,316,116626.52,690.37
983,1497,389680.21,5.24,311,1580.91,2293.04
984,1816,268850.84,6.6,172,127284.34,2421.28
985,330,481629.53,10.71,111,39752.03,6855.31
986,240,376284.08,7.6,30,216183.76,13811.64
987,84,209715.16,8.65,67,183548.43,3957.58
988,1943,173316.36,13.92,332,64832.38,2055.13
989,2951,431578.8,8.95,87,199522.67,6760.79
990,578,320546.83,7.33,20,128707.88,17075.11
991,1528,180518.07,13.44,141,3666.47,2552.64
992,646,401751.48,10.43,115,153342.34,5539.53
993,1000,268325.13,10.67,350,42519.56,2498.61
994,2138,261718.7,14.74,160,42758.11,3745.94
995,2214,398743.57,8.02,193,265271.94,3683.33
996,1855,54980.05,5.73,192,5304.13,438.04
997,194,213943.66,13.2,106,84334.27,3428.59
998,1699,486117.94,5.68,283,438677.89,3121.2
999,2263,91866.02,8.87,233,51222.03,827.9
1000,824,246122.79,10.7,180,243845.77,2751.23
1001,2219,320738.53,5.62,38,271594.05,9233.51
1002,482,75512.95,13.61,55,46830.29,1852.94
1003,1345,95090.23,11.81,83,15799.79,1681.92
1004,588,59383.0,11.53,318,57015.94,599.21
1005,1744,432159.45,5.61,99,336086.92,5463.08
1006,1127,408683.04,10.13,313,309187.37,3717.62
1007,945,486766.65,10.54,246,479682.64,4838.31
1008,164,210696.09,4.22,63,204518.42,3734.38
1009,1552,175610.04,5.03,191,158251.63,1337.89
1010,1078,417998.06,10.87,101,260452.59,6333.97
1011,2828,122765.29,10.99,13,37603.1,10059.93
1012,1339,467391.53,11.26,205,184455.86,5143.89
1013,1532,29149.1,14.75,79,16729.58,578.76
1014,186,485681.86,4.47,49,28778.75,10862.36
1015,1034,196281.03,5.29,175,105487.56,1611.68
1016,14,79472.8,9.61,43,62518.77,2191.97
1017,1776,267996.87,4.43,267,257571.83,1580.1
1018,1271,264061.82,10.83,309,141612.89,2541.42
1019,1254,498772.66,12.24,230,215208.52,5633.33
1020,2316,374549.23,4.82,65,169871.65,6558.71
1021,2962,59363.64,13.14,179,39541.8,757.93
1022,1989,456943.35,4.6,195,317725.19,3331.5
1023,1789,273610.2,4.62,182,122735.02,2093.84
1024,2301,107196.2,8.4,212,20311.03,971.87
1025,1739,245876.55,8.32,256,237947.3,2055.24
1026,2413,92967.52,11.35,68,60125.95,1859.87
1027,2417,118031.22,5.2,227,13648.23,818.0
1028,2982,137394.07,5.15,147,47754.22,1262.21
1029,2113,267215.26,4.79,34,64095.6,8420.3
1030,2908,416929.22,8.61,42,257163.46,11532.93
1031,1412,311395.6,14.78,341,86611.8,3895.29
1032,2992,58015.69,10.02,43,19141.12,1611.45
1033,12,196881.34,7.78,279,6323.73,1528.32
1034,1790,342636.29,12.87,83,262866.93,6255.3
1035,2397,453852.22,8.42,256,299677.71,3822.79
1036,1318,212486.97,12.85,133,64925.36,3003.92
1037,2203,13427.29,8.07,112,1601.95,171.03
1038,2451,230947.89,7.41,115,215712.48,2810.93
1039,1117,37594.19,13.01,91,17541.72,651.96
1040,755,373368.43,7.0,107,87430.09,4700.82
1041,324,21475.3,13.71,56,19167.6,521.27
1042,1724,99752.27,13.18,107,84244.43,1589.54
1043,2920,162615.24,11.82,178,107215.4,1940.81
1044,1368,136062.73,10.56,168,39938.57,1553.96
1045,2633,431815.79,5.17,99,248317.25,5367.15
1046,2750,40852.05,13.87,237,16963.4,505.35
1047,926,275465.94,13.28,112,78466.48,4302.84
1048,2497,423450.53,11.79,13,110724.39,34857.13
1049,2063,163774.48,9.44,143,24176.53,1911.81
1050,1715,469168.06,10.01,80,419052.25,8061.01
1051,2155,113445.98,9.72,272,76567.57,1034.15
1052,1111,418656.55,4.32,174,106227.54,3242.01
1053,968,244281.29,4.16,87,230465.07,3257.33
1054,2107,107776.45,10.03,241,70270.84,1040.86
1055,1187,282578.05,10.3,107,274385.56,4047.28
1056,2926,363356.47,14.96,267,6802.25,4701.88
1057,1292,454310.5,14.9,274,105254.5,5839.6
1058,2806,35379.48,12.53,264,28385.39,394.86
1059,2434,207352.81,6.64,287,112487.71,1443.6
1060,6,250388.7,14.67,198,207952.62,3364.43
1061,682,83665.06,7.66,212,81678.28,721.23
1062,2945,299756.06,13.32,269,297355.23,3507.33
1063,629,399447.23,12.19,112,185720.84,5988.28
1064,1764,383123.12,3.87,331,120254.35,1884.84
1065,1660,11733.84,9.85,254,296.05,110.12
1066,1966,187674.43,5.38,125,126938.13,1964.47
1067,2172,225134.21,14.21,36,135104.71,7717.54
1068,750,320476.65,8.79,79,283987.81,5357.42
1069,2137,181321.27,14.25,39,173581.43,5835.73
1070,272,52218.57,4.47,238,26766.78,331.23
1071,2188,18381.4,4.34,32,13872.35,609.34
1072,1073,87902.87,10.9,347,36694.78,834.66
1073,127,244030.37,10.09,359,45519.47,2158.73
1074,1693,113735.54,12.0,143,96277.08,1498.52
1075,951,259465.01,13.75,172,4131.0,3460.68
1076,2521,20553.06,5.37,106,1538.79,243.93
1077,1186,30770.47,7.36,152,21397.29,311.83
1078,2597,250549.76,6.86,192,151804.85,2152.93
1079,2938,202733.28,14.05,48,71482.57,5545.07
1080,1705,129773.07,13.58,332,120681.33,1504.48
1081,1263,369847.69,6.34,306,351810.4,2440.7
1082,1299,106382.58,7.98,91,96760.13,1561.99
1083,173,149353.84,11.71,48,15713.3,3911.83
1084,716,77210.67,9.76,335,5501.87,672.57
1085,2788,177827.23,13.99,234,29005.94,2220.58
1086,1876,344331.67,5.04,25,31463.12,14537.89
1087,2277,226959.78,3.65,227,166044.21,1385.86
1088,467,464153.29,4.76,182,164563.65,3585.52
1089,2788,157369.29,13.99,230,14686.59,1971.77
1090,1224,59113.41,4.19,100,23759.73,701.35
